% Recoded by WEISmonths, Mon Nov 29 02:11:48 2004
% from http://www.ku.edu/~keds/data.html
*vertices 485
32: 436 96 1 [202]
20: 294 441 1 [202]
20: 448 441 1 [202]
20: 436 441 1 [202]
32: 441 180 1 [202]
33: 180 441 1 [202]
32: 441 180 1 [202]
33: 180 441 1 [202]
192: 235 448 1 [202]
120: 235 180 1 [202]
201: 96 99 1 [202]
23: 337 319 1 [202]
121: 195 448 1 [202]
102: 220 190 1 [202]
81: 311 190 1 [202]
23: 195 190 1 [202]
112: 207 342 1 [202]
24: 450 96 1 [202]
30: 187 448 1 [202]
223: 99 448 1 [202]
223: 427 234 1 [202]
21: 96 448 1 [202]
200: 241 319 1 [202]
84: 319 241 1 [202]
23: 319 241 1 [202]
22: 448 319 1 [202]
112: 190 319 1 [202]
90: 407 190 1 [202]
130: 207 220 1 [202]
122: 17 190 1 [202]
212: 187 441 1 [202]
120: 279 448 1 [202]
94: 195 407 1 [202]
94: 195 243 1 [202]
121: 398 441 1 [202]
160: 448 96 1 [202]
22: 133 113 1 [202]
73: 441 180 1 [202]
93: 441 180 1 [202]
31: 337 379 1 [202]
212: 207 319 1 [202]
11: 337 319 1 [202]
94: 408 448 1 [202]
90: 451 468 1 [202]
31: 451 448 1 [202]
31: 448 451 1 [202]
73: 124 96 1 [202]
223: 171 66 1 [202]
223: 171 186 1 [202]
80: 441 180 1 [202]
223: 290 441 1 [202]
111: 241 319 1 [202]
121: 448 241 1 [202]
23: 202 319 1 [202]
81: 190 319 1 [202]
81: 319 190 1 [202]
23: 96 448 1 [202]
81: 441 450 1 [202]
120: 180 448 1 [202]
40: 195 190 1 [202]
111: 195 319 1 [202]
23: 99 190 1 [202]
42: 99 407 1 [202]
42: 99 243 1 [202]
22: 448 407 1 [202]
22: 407 448 1 [202]
31: 339 190 1 [202]
31: 190 339 1 [202]
31: 190 407 1 [202]
31: 339 407 1 [202]
31: 407 190 1 [202]
31: 407 339 1 [202]
120: 427 234 1 [202]
32: 434 190 1 [202]
33: 190 434 1 [202]
80: 180 183 1 [202]
193: 450 448 1 [202]
23: 450 448 1 [202]
32: 450 75 1 [202]
33: 75 450 1 [202]
160: 180 441 1 [202]
32: 190 401 1 [202]
33: 401 190 1 [202]
32: 337 401 1 [202]
33: 401 337 1 [202]
13: 342 343 1 [202]
40: 190 337 1 [202]
66: 195 319 1 [202]
23: 407 190 1 [202]
31: 407 448 1 [202]
31: 448 407 1 [202]
81: 180 372 1 [202]
81: 372 180 1 [202]
42: 195 330 1 [202]
23: 202 319 1 [202]
220: 190 319 1 [202]
180: 207 343 1 [202]
180: 319 343 1 [202]
31: 337 343 1 [202]
31: 343 337 1 [202]
31: 337 450 1 [202]
31: 450 337 1 [202]
102: 33 180 1 [202]
90: 468 190 1 [202]
223: 427 234 1 [202]
112: 319 190 1 [202]
32: 448 44 1 [202]
123: 448 44 1 [202]
32: 8 190 1 [202]
33: 190 8 1 [202]
130: 180 427 1 [202]
212: 180 235 1 [202]
64: 209 364 1 [202]
31: 195 337 1 [202]
31: 427 180 1 [202]
120: 375 229 1 [202]
23: 235 17 1 [202]
22: 235 180 1 [202]
212: 180 235 1 [202]
123: 364 209 1 [202]
220: 319 241 1 [202]
112: 319 190 1 [202]
22: 190 337 1 [202]
23: 202 319 1 [202]
23: 142 195 1 [202]
224: 202 319 1 [202]
32: 99 407 1 [202]
33: 407 99 1 [202]
212: 235 180 1 [202]
80: 190 339 1 [202]
182: 190 319 1 [202]
65: 190 343 1 [202]
66: 190 319 1 [202]
220: 337 195 1 [202]
23: 142 319 1 [202]
23: 142 220 1 [202]
23: 142 195 1 [202]
31: 99 408 1 [202]
31: 408 99 1 [202]
213: 133 302 1 [202]
71: 379 380 1 [202]
198: 427 180 1 [202]
102: 222 441 1 [202]
84: 441 135 1 [202]
73: 183 180 1 [202]
120: 441 180 1 [202]
223: 235 448 1 [202]
80: 243 248 1 [202]
13: 202 319 1 [202]
182: 190 337 1 [202]
22: 408 190 1 [202]
23: 408 190 1 [202]
65: 195 337 1 [202]
111: 186 190 1 [202]
111: 186 337 1 [202]
94: 190 319 1 [202]
130: 319 190 1 [202]
212: 183 180 1 [202]
90: 81 219 1 [202]
32: 241 96 1 [202]
33: 96 241 1 [202]
120: 180 441 1 [202]
223: 202 187 1 [202]
40: 243 408 1 [202]
23: 5 17 1 [202]
30: 337 339 1 [202]
30: 337 195 1 [202]
30: 339 190 1 [202]
140: 330 319 1 [202]
23: 337 281 1 [202]
182: 190 337 1 [202]
66: 448 343 1 [202]
66: 448 329 1 [202]
43: 96 183 1 [202]
34: 180 183 1 [202]
223: 187 202 1 [202]
190: 241 319 1 [202]
31: 337 330 1 [202]
31: 330 337 1 [202]
191: 202 207 1 [202]
73: 329 190 1 [202]
73: 329 339 1 [202]
94: 450 448 1 [202]
102: 195 407 1 [202]
22: 195 407 1 [202]
111: 180 441 1 [202]
25: 441 44 1 [202]
23: 44 441 1 [202]
212: 44 441 1 [202]
13: 99 187 1 [202]
223: 202 243 1 [202]
223: 202 250 1 [202]
32: 337 68 1 [202]
33: 68 337 1 [202]
32: 337 48 1 [202]
33: 48 337 1 [202]
212: 190 319 1 [202]
121: 96 188 1 [202]
23: 96 188 1 [202]
73: 180 220 1 [202]
223: 190 243 1 [202]
223: 187 243 1 [202]
223: 187 407 1 [202]
223: 187 202 1 [202]
31: 339 195 1 [202]
31: 195 339 1 [202]
182: 202 343 1 [202]
23: 202 319 1 [202]
65: 202 319 1 [202]
23: 322 319 1 [202]
31: 195 337 1 [202]
31: 337 195 1 [202]
80: 448 33 1 [202]
32: 339 448 1 [202]
33: 448 339 1 [202]
120: 96 99 1 [202]
13: 431 183 1 [202]
94: 431 17 1 [202]
111: 235 180 1 [202]
202: 241 319 1 [202]
90: 241 441 1 [202]
198: 17 441 1 [202]
173: 190 187 1 [202]
32: 337 329 1 [202]
33: 329 337 1 [202]
23: 450 220 1 [202]
196: 343 190 1 [202]
196: 329 190 1 [202]
196: 319 190 1 [202]
102: 448 407 1 [202]
223: 195 202 1 [202]
42: 22 431 1 [202]
182: 33 448 1 [202]
31: 337 48 1 [202]
31: 48 337 1 [202]
32: 339 48 1 [202]
41: 339 48 1 [202]
73: 339 343 1 [202]
202: 241 319 1 [202]
212: 431 17 1 [202]
30: 219 190 1 [202]
212: 190 171 1 [202]
225: 243 202 1 [202]
122: 253 243 1 [202]
12: 241 441 1 [202]
111: 441 241 1 [202]
198: 241 441 1 [202]
223: 190 171 1 [202]
223: 190 407 1 [202]
81: 190 243 1 [202]
73: 142 195 1 [202]
122: 190 171 1 [202]
122: 190 407 1 [202]
80: 448 319 1 [202]
23: 250 243 1 [202]
23: 250 407 1 [202]
111: 434 190 1 [202]
223: 441 448 1 [202]
220: 44 448 1 [202]
73: 407 319 1 [202]
202: 241 319 1 [202]
202: 241 319 1 [202]
112: 407 77 1 [202]
122: 183 450 1 [202]
42: 124 183 1 [202]
212: 190 337 1 [202]
150: 243 450 1 [202]
90: 241 441 1 [202]
41: 241 186 1 [202]
225: 343 204 1 [202]
22: 243 186 1 [202]
197: 190 343 1 [202]
182: 190 319 1 [202]
32: 379 448 1 [202]
33: 448 379 1 [202]
73: 398 400 1 [202]
102: 398 416 1 [202]
81: 448 190 1 [202]
81: 190 448 1 [202]
210: 44 384 1 [202]
197: 450 441 1 [202]
25: 450 65 1 [202]
202: 241 319 1 [202]
82: 77 407 1 [202]
202: 241 319 1 [202]
112: 379 441 1 [202]
102: 441 180 1 [202]
123: 441 180 1 [202]
31: 195 190 1 [202]
31: 190 195 1 [202]
11: 190 180 1 [202]
23: 186 241 1 [202]
220: 190 319 1 [202]
30: 207 190 1 [202]
32: 75 68 1 [202]
33: 68 75 1 [202]
23: 436 376 1 [202]
22: 124 44 1 [202]
121: 125 44 1 [202]
202: 241 319 1 [202]
202: 241 319 1 [202]
23: 474 431 1 [202]
23: 474 362 1 [202]
23: 337 431 1 [202]
23: 337 362 1 [202]
160: 190 250 1 [202]
198: 337 190 1 [202]
31: 281 96 1 [202]
31: 96 281 1 [202]
31: 279 195 1 [202]
41: 441 407 1 [202]
102: 195 190 1 [202]
102: 195 319 1 [202]
191: 450 448 1 [202]
24: 450 448 1 [202]
43: 441 448 1 [202]
31: 448 167 1 [202]
31: 167 448 1 [202]
31: 448 407 1 [202]
31: 195 407 1 [202]
31: 190 407 1 [202]
141: 73 96 1 [202]
121: 103 188 1 [202]
66: 73 96 1 [202]
223: 96 73 1 [202]
23: 180 183 1 [202]
32: 180 441 1 [202]
33: 441 180 1 [202]
31: 241 96 1 [202]
180: 190 220 1 [202]
180: 220 190 1 [202]
160: 337 190 1 [202]
123: 376 368 1 [202]
62: 448 441 1 [202]
170: 21 171 1 [202]
202: 241 319 1 [202]
32: 407 77 1 [202]
94: 431 17 1 [202]
31: 166 195 1 [202]
23: 180 441 1 [202]
65: 180 441 1 [202]
23: 183 450 1 [202]
121: 220 436 1 [202]
223: 202 243 1 [202]
182: 202 343 1 [202]
31: 195 337 1 [202]
31: 337 195 1 [202]
212: 329 319 1 [202]
32: 220 190 1 [202]
33: 190 220 1 [202]
32: 190 220 1 [202]
33: 220 190 1 [202]
73: 319 343 1 [202]
94: 319 190 1 [202]
223: 379 319 1 [202]
122: 379 319 1 [202]
102: 339 319 1 [202]
94: 450 167 1 [202]
223: 450 441 1 [202]
25: 450 171 1 [202]
122: 172 448 1 [202]
32: 190 220 1 [202]
33: 220 190 1 [202]
32: 220 190 1 [202]
33: 190 220 1 [202]
121: 21 171 1 [202]
72: 448 33 1 [202]
200: 319 241 1 [202]
202: 241 407 1 [202]
121: 96 188 1 [202]
201: 271 180 1 [202]
32: 337 96 1 [202]
33: 96 337 1 [202]
120: 319 17 1 [202]
31: 190 319 1 [202]
73: 448 190 1 [202]
73: 330 337 1 [202]
23: 330 337 1 [202]
23: 379 319 1 [202]
42: 379 190 1 [202]
41: 75 441 1 [202]
22: 195 171 1 [202]
94: 241 441 1 [202]
32: 235 431 1 [202]
23: 235 431 1 [202]
223: 202 190 1 [202]
23: 441 319 1 [202]
31: 441 319 1 [202]
212: 180 271 1 [202]
24: 337 190 1 [202]
53: 337 190 1 [202]
122: 190 337 1 [202]
15: 319 343 1 [202]
122: 241 190 1 [202]
41: 195 448 1 [202]
31: 407 190 1 [202]
31: 190 407 1 [202]
94: 450 448 1 [202]
23: 133 441 1 [202]
94: 185 441 1 [202]
95: 195 441 1 [202]
41: 235 441 1 [202]
90: 235 180 1 [202]
23: 408 190 1 [202]
150: 241 17 1 [202]
150: 241 5 1 [202]
200: 436 180 1 [202]
31: 436 180 1 [202]
31: 180 436 1 [202]
31: 450 195 1 [202]
31: 195 450 1 [202]
31: 450 407 1 [202]
31: 407 450 1 [202]
182: 96 188 1 [202]
31: 315 125 1 [202]
31: 125 315 1 [202]
173: 171 302 1 [202]
94: 235 17 1 [202]
31: 448 235 1 [202]
31: 235 448 1 [202]
22: 241 448 1 [202]
41: 337 241 1 [202]
190: 241 319 1 [202]
150: 241 319 1 [202]
34: 337 448 1 [202]
24: 195 448 1 [202]
32: 319 190 1 [202]
32: 319 190 1 [202]
182: 319 343 1 [202]
182: 202 343 1 [202]
23: 190 195 1 [202]
22: 370 441 1 [202]
202: 241 401 1 [202]
122: 448 339 1 [202]
72: 448 113 1 [202]
123: 171 21 1 [202]
23: 124 243 1 [202]
202: 436 180 1 [202]
23: 180 183 1 [202]
132: 235 450 1 [202]
32: 180 235 1 [202]
120: 339 448 1 [202]
122: 17 448 1 [202]
121: 180 448 1 [202]
102: 186 450 1 [202]
64: 190 220 1 [202]
70: 319 190 1 [202]
130: 202 342 1 [202]
32: 448 408 1 [202]
33: 408 448 1 [202]
172: 154 448 1 [202]
223: 171 180 1 [202]
121: 171 448 1 [202]
90: 319 241 1 [202]
90: 319 96 1 [202]
102: 195 94 1 [202]
182: 337 343 1 [202]
73: 220 319 1 [202]
73: 319 220 1 [202]
20: 407 448 1 [202]
122: 17 448 1 [202]
122: 17 448 1 [202]
202: 241 319 1 [202]
24: 448 407 1 [202]
220: 251 407 1 [202]
32: 448 220 1 [202]
32: 57 407 1 [202]
23: 408 94 1 [202]
225: 370 372 1 [202]
25: 171 21 1 [202]
102: 180 441 1 [202]
31: 380 222 1 [202]
65: 235 180 1 [202]
202: 241 319 1 [202]
32: 450 407 1 [202]
160: 190 104 1 [202]
95: 190 22 1 [202]
212: 202 319 1 [202]
225: 276 17 1 [202]
220: 251 190 1 [202]
22: 195 251 1 [202]
94: 337 251 1 [202]
67: 319 276 1 [202]
122: 337 448 1 [202]
31: 448 220 1 [202]
31: 220 448 1 [202]
94: 448 17 1 [202]
182: 427 184 1 [202]
223: 427 234 1 [202]
212: 183 368 1 [202]
223: 190 209 1 [202]
202: 241 319 1 [202]
31: 450 408 1 [202]
111: 96 190 1 [202]
94: 379 190 1 [202]
66: 202 319 1 [202]
22: 343 251 1 [202]
23: 219 186 1 [202]
81: 190 17 1 [202]
220: 251 276 1 [202]
23: 190 251 1 [202]
31: 234 372 1 [202]
31: 372 234 1 [202]
223: 21 171 1 [202]
52: 125 57 1 [202]
22: 222 379 1 [202]
130: 241 276 1 [202]
160: 241 251 1 [202]
170: 450 448 1 [202]
180: 207 343 1 [202]
180: 319 343 1 [202]
23: 190 195 1 [202]
24: 195 337 1 [202]
71: 17 431 1 [202]
131: 251 190 1 [202]
25: 251 450 1 [202]
31: 319 251 1 [202]
31: 251 319 1 [202]
25: 251 448 1 [202]
23: 329 319 1 [202]
81: 190 17 1 [202]
12: 17 379 1 [202]
182: 171 448 1 [202]
23: 180 234 1 [202]
121: 68 161 1 [203]
66: 96 188 1 [203]
32: 58 96 1 [203]
221: 180 441 1 [203]
223: 250 202 1 [203]
223: 250 243 1 [203]
223: 186 202 1 [203]
223: 319 207 1 [203]
181: 448 17 1 [203]
23: 448 235 1 [203]
150: 319 251 1 [203]
23: 195 407 1 [203]
23: 190 322 1 [203]
31: 337 281 1 [203]
31: 281 337 1 [203]
222: 330 322 1 [203]
25: 276 241 1 [203]
25: 362 448 1 [203]
141: 407 195 1 [203]
22: 279 448 1 [203]
223: 234 180 1 [203]
223: 427 234 1 [203]
22: 448 93 1 [203]
22: 448 190 1 [203]
22: 448 220 1 [203]
22: 448 347 1 [203]
22: 448 469 1 [203]
111: 441 448 1 [203]
65: 441 75 1 [203]
22: 241 337 1 [203]
22: 241 190 1 [203]
22: 448 234 1 [203]
202: 319 241 1 [203]
223: 319 190 1 [203]
223: 190 319 1 [203]
23: 319 190 1 [203]
223: 329 190 1 [203]
223: 329 339 1 [203]
195: 448 450 1 [203]
90: 448 337 1 [203]
65: 190 337 1 [203]
73: 337 251 1 [203]
70: 58 190 1 [203]
70: 58 407 1 [203]
131: 17 313 1 [203]
102: 448 450 1 [203]
182: 450 448 1 [203]
111: 441 448 1 [203]
32: 96 180 1 [203]
41: 180 431 1 [203]
51: 171 180 1 [203]
223: 186 202 1 [203]
32: 448 235 1 [203]
195: 448 450 1 [203]
212: 329 319 1 [203]
62: 180 191 1 [203]
225: 343 319 1 [203]
23: 319 207 1 [203]
81: 450 190 1 [203]
32: 448 33 1 [203]
23: 124 9 1 [203]
95: 180 220 1 [203]
223: 180 17 1 [203]
62: 448 235 1 [203]
31: 448 235 1 [203]
31: 235 448 1 [203]
23: 450 195 1 [203]
224: 319 202 1 [203]
222: 195 190 1 [203]
23: 190 195 1 [203]
223: 195 190 1 [203]
23: 337 339 1 [203]
20: 337 339 1 [203]
122: 195 190 1 [203]
212: 204 190 1 [203]
225: 195 375 1 [203]
225: 195 77 1 [203]
220: 190 195 1 [203]
30: 448 195 1 [203]
31: 190 195 1 [203]
31: 195 190 1 [203]
121: 57 58 1 [203]
133: 450 195 1 [203]
30: 448 195 1 [203]
220: 450 195 1 [203]
122: 96 99 1 [203]
32: 450 195 1 [203]
33: 195 450 1 [203]
121: 190 195 1 [203]
223: 190 319 1 [203]
73: 171 190 1 [203]
41: 216 195 1 [203]
22: 220 195 1 [203]
112: 220 17 1 [203]
112: 220 190 1 [203]
65: 190 343 1 [203]
31: 195 451 1 [203]
122: 190 207 1 [203]
61: 441 195 1 [203]
23: 450 195 1 [203]
223: 195 450 1 [203]
23: 448 195 1 [203]
122: 195 190 1 [203]
123: 450 190 1 [203]
31: 44 479 1 [203]
22: 195 448 1 [203]
23: 25 190 1 [203]
102: 448 17 1 [203]
24: 64 195 1 [203]
24: 64 190 1 [203]
22: 431 195 1 [203]
121: 195 161 1 [203]
131: 171 195 1 [203]
41: 216 195 1 [203]
32: 195 190 1 [203]
33: 190 195 1 [203]
21: 96 202 1 [203]
32: 202 190 1 [203]
33: 190 202 1 [203]
121: 311 195 1 [203]
190: 448 195 1 [203]
121: 370 195 1 [203]
102: 377 190 1 [203]
102: 377 319 1 [203]
112: 207 190 1 [203]
94: 207 190 1 [203]
22: 388 195 1 [203]
23: 407 195 1 [203]
223: 407 190 1 [203]
41: 417 195 1 [203]
22: 427 195 1 [203]
81: 190 17 1 [203]
81: 17 190 1 [203]
111: 337 195 1 [203]
32: 37 195 1 [203]
33: 195 37 1 [203]
122: 441 195 1 [203]
41: 450 190 1 [203]
122: 68 195 1 [203]
101: 195 339 1 [203]
32: 190 195 1 [203]
33: 195 190 1 [203]
223: 190 319 1 [203]
133: 187 319 1 [203]
30: 171 190 1 [203]
22: 195 190 1 [203]
102: 195 17 1 [203]
102: 195 190 1 [203]
32: 190 113 1 [203]
33: 113 190 1 [203]
23: 279 190 1 [203]
22: 319 195 1 [203]
23: 17 190 1 [203]
41: 347 195 1 [203]
122: 468 195 1 [203]
32: 167 190 1 [203]
220: 372 195 1 [203]
32: 372 195 1 [203]
33: 195 372 1 [203]
182: 190 195 1 [203]
121: 190 207 1 [203]
121: 190 204 1 [203]
32: 427 195 1 [203]
33: 195 427 1 [203]
32: 450 190 1 [203]
33: 190 450 1 [203]
41: 450 195 1 [203]
191: 448 190 1 [203]
51: 154 195 1 [203]
25: 216 195 1 [203]
212: 96 187 1 [203]
23: 170 436 1 [203]
23: 170 437 1 [203]
23: 170 450 1 [203]
54: 195 339 1 [203]
25: 339 468 1 [203]
222: 319 190 1 [203]
220: 190 195 1 [203]
32: 167 190 1 [203]
222: 167 190 1 [203]
32: 190 167 1 [203]
13: 167 319 1 [203]
32: 195 17 1 [203]
33: 17 195 1 [203]
23: 339 337 1 [203]
223: 190 195 1 [203]
160: 195 190 1 [203]
22: 65 195 1 [203]
81: 65 64 1 [203]
81: 64 65 1 [203]
23: 190 125 1 [203]
32: 450 190 1 [203]
33: 190 450 1 [203]
41: 450 190 1 [203]
102: 450 190 1 [203]
32: 450 190 1 [203]
33: 190 450 1 [203]
32: 450 190 1 [203]
33: 190 450 1 [203]
102: 450 190 1 [203]
32: 448 190 1 [203]
33: 190 448 1 [203]
220: 450 190 1 [203]
31: 450 195 1 [203]
41: 124 195 1 [203]
102: 141 190 1 [203]
32: 222 190 1 [203]
33: 190 222 1 [203]
23: 222 190 1 [203]
220: 222 190 1 [203]
23: 164 190 1 [203]
94: 204 190 1 [203]
120: 180 448 1 [203]
32: 211 190 1 [203]
33: 190 211 1 [203]
211: 195 222 1 [203]
225: 195 450 1 [203]
195: 186 190 1 [203]
50: 190 195 1 [203]
32: 99 190 1 [203]
197: 337 319 1 [203]
25: 337 195 1 [203]
50: 190 343 1 [203]
24: 17 195 1 [203]
23: 163 195 1 [203]
90: 343 190 1 [203]
32: 319 190 1 [203]
32: 319 337 1 [203]
23: 450 190 1 [203]
23: 450 195 1 [203]
41: 441 190 1 [203]
41: 450 190 1 [203]
23: 195 190 1 [203]
191: 190 21 1 [203]
223: 187 96 1 [203]
213: 220 141 1 [203]
123: 190 220 1 [203]
80: 364 235 1 [203]
123: 180 441 1 [203]
121: 235 180 1 [203]
173: 330 319 1 [203]
31: 190 342 1 [203]
33: 342 190 1 [203]
223: 337 195 1 [203]
102: 337 190 1 [203]
12: 190 319 1 [203]
32: 220 190 1 [203]
194: 190 343 1 [203]
194: 339 343 1 [203]
122: 379 195 1 [203]
81: 190 407 1 [203]
120: 190 203 1 [203]
101: 203 190 1 [203]
121: 195 190 1 [203]
31: 99 441 1 [203]
73: 124 235 1 [203]
193: 441 180 1 [203]
150: 441 180 1 [203]
20: 235 180 1 [203]
191: 243 319 1 [203]
212: 271 180 1 [203]
31: 337 281 1 [203]
31: 281 337 1 [203]
31: 330 322 1 [203]
31: 322 330 1 [203]
23: 407 195 1 [203]
23: 437 408 1 [203]
95: 441 180 1 [203]
31: 441 180 1 [203]
31: 180 441 1 [203]
25: 450 448 1 [203]
95: 215 448 1 [203]
212: 190 196 1 [203]
120: 204 190 1 [203]
67: 195 190 1 [203]
212: 190 196 1 [203]
182: 190 17 1 [203]
102: 319 195 1 [203]
223: 190 195 1 [203]
67: 441 356 1 [203]
67: 441 367 1 [203]
212: 448 220 1 [203]
131: 450 190 1 [203]
122: 437 124 1 [203]
102: 235 17 1 [203]
23: 293 190 1 [203]
23: 293 407 1 [203]
121: 222 190 1 [203]
23: 437 195 1 [203]
32: 405 190 1 [203]
223: 196 190 1 [203]
212: 204 190 1 [203]
73: 337 190 1 [203]
33: 203 190 1 [203]
54: 190 17 1 [203]
212: 204 219 1 [203]
73: 450 190 1 [203]
22: 293 5 1 [203]
25: 398 400 1 [203]
190: 57 58 1 [203]
122: 436 124 1 [203]
199: 448 96 1 [203]
23: 94 279 1 [203]
90: 190 319 1 [203]
32: 337 329 1 [203]
220: 437 180 1 [203]
223: 190 319 1 [203]
212: 204 190 1 [203]
41: 190 339 1 [203]
191: 133 171 1 [203]
212: 204 195 1 [203]
94: 451 219 1 [203]
12: 288 448 1 [203]
32: 22 9 1 [203]
33: 9 22 1 [203]
212: 96 187 1 [203]
181: 222 220 1 [203]
64: 319 343 1 [203]
64: 319 329 1 [203]
121: 360 190 1 [203]
23: 99 96 1 [203]
23: 99 220 1 [203]
23: 99 190 1 [203]
23: 99 337 1 [203]
225: 195 190 1 [203]
122: 195 319 1 [203]
212: 204 190 1 [203]
223: 96 187 1 [203]
64: 337 319 1 [203]
15: 190 337 1 [203]
212: 319 343 1 [203]
12: 190 343 1 [203]
191: 180 297 1 [203]
123: 204 190 1 [203]
132: 134 171 1 [203]
81: 190 448 1 [203]
64: 103 187 1 [203]
100: 124 195 1 [203]
72: 180 235 1 [203]
31: 184 448 1 [203]
31: 448 184 1 [203]
120: 190 219 1 [203]
25: 204 219 1 [203]
220: 210 190 1 [203]
121: 210 195 1 [203]
223: 190 319 1 [203]
223: 190 319 1 [203]
223: 202 319 1 [203]
12: 190 343 1 [203]
23: 195 190 1 [203]
25: 190 17 1 [203]
22: 195 190 1 [203]
191: 337 319 1 [203]
112: 448 113 1 [203]
112: 113 448 1 [203]
223: 379 448 1 [203]
73: 71 441 1 [203]
22: 448 450 1 [203]
23: 185 379 1 [203]
192: 190 220 1 [203]
223: 190 17 1 [203]
102: 190 448 1 [203]
102: 448 243 1 [203]
112: 337 190 1 [203]
50: 190 343 1 [203]
83: 195 190 1 [203]
32: 190 342 1 [203]
33: 342 190 1 [203]
212: 190 219 1 [203]
121: 195 407 1 [203]
23: 99 195 1 [203]
50: 195 190 1 [203]
67: 319 343 1 [203]
223: 190 17 1 [203]
223: 17 190 1 [203]
223: 190 219 1 [203]
223: 219 190 1 [203]
223: 17 219 1 [203]
223: 219 17 1 [203]
41: 370 190 1 [203]
31: 99 408 1 [203]
31: 408 99 1 [203]
42: 372 448 1 [203]
225: 406 96 1 [203]
123: 406 96 1 [203]
123: 406 96 1 [203]
225: 406 96 1 [203]
23: 448 450 1 [203]
150: 243 57 1 [203]
70: 167 441 1 [203]
32: 339 124 1 [203]
223: 190 202 1 [203]
212: 204 219 1 [203]
90: 195 190 1 [203]
212: 319 321 1 [203]
223: 202 17 1 [203]
121: 195 190 1 [203]
212: 196 195 1 [203]
31: 190 319 1 [203]
31: 319 190 1 [203]
31: 337 319 1 [203]
31: 319 337 1 [203]
73: 379 448 1 [203]
73: 379 216 1 [203]
73: 379 116 1 [203]
23: 401 433 1 [203]
43: 408 407 1 [203]
22: 337 195 1 [203]
220: 379 96 1 [203]
24: 401 111 1 [203]
41: 167 441 1 [203]
121: 180 448 1 [203]
13: 190 141 1 [203]
223: 202 243 1 [203]
23: 337 339 1 [203]
25: 407 448 1 [203]
50: 125 339 1 [203]
12: 202 319 1 [203]
63: 187 99 1 [203]
20: 99 133 1 [203]
20: 99 436 1 [203]
24: 190 407 1 [203]
173: 167 297 1 [203]
23: 451 379 1 [203]
23: 235 448 1 [203]
32: 40 382 1 [203]
32: 202 343 1 [203]
33: 343 202 1 [203]
22: 190 448 1 [203]
32: 450 190 1 [203]
33: 190 450 1 [203]
32: 190 362 1 [203]
33: 362 190 1 [203]
31: 450 377 1 [203]
31: 377 450 1 [203]
212: 407 48 1 [203]
41: 180 10 1 [203]
32: 337 322 1 [203]
32: 190 362 1 [203]
33: 337 17 1 [203]
223: 330 190 1 [203]
41: 407 195 1 [203]
32: 450 190 1 [203]
25: 190 337 1 [203]
25: 337 190 1 [203]
31: 44 448 1 [203]
32: 448 450 1 [203]
33: 450 448 1 [203]
182: 96 188 1 [203]
31: 94 448 1 [203]
31: 448 94 1 [203]
71: 92 180 1 [203]
223: 190 196 1 [203]
24: 450 190 1 [203]
24: 190 450 1 [203]
32: 222 379 1 [203]
212: 235 180 1 [203]
32: 339 343 1 [203]
23: 330 329 1 [203]
223: 190 196 1 [203]
22: 441 297 1 [203]
223: 96 315 1 [203]
223: 281 315 1 [203]
121: 99 315 1 [203]
23: 190 96 1 [203]
121: 450 315 1 [203]
102: 14 96 1 [203]
131: 451 99 1 [203]
81: 190 94 1 [203]
81: 94 190 1 [203]
31: 180 124 1 [203]
31: 124 180 1 [203]
22: 180 448 1 [203]
130: 190 195 1 [203]
150: 207 190 1 [203]
90: 204 190 1 [203]
31: 180 235 1 [203]
31: 235 180 1 [203]
23: 241 17 1 [203]
82: 339 134 1 [203]
123: 96 315 1 [203]
223: 96 315 1 [203]
212: 315 96 1 [203]
223: 96 315 1 [203]
25: 96 315 1 [203]
123: 448 315 1 [203]
64: 234 427 1 [203]
80: 450 51 1 [203]
212: 188 96 1 [203]
182: 43 237 1 [203]
23: 195 190 1 [203]
62: 450 195 1 [203]
212: 448 186 1 [203]
60: 448 190 1 [203]
23: 190 319 1 [203]
23: 190 329 1 [203]
23: 319 190 1 [203]
23: 319 329 1 [203]
23: 329 190 1 [203]
23: 329 319 1 [203]
66: 204 190 1 [203]
123: 204 190 1 [203]
66: 190 243 1 [203]
102: 448 243 1 [203]
54: 448 243 1 [203]
31: 190 195 1 [203]
223: 202 190 1 [203]
84: 448 315 1 [203]
84: 448 96 1 [203]
223: 216 96 1 [203]
23: 187 315 1 [203]
112: 407 234 1 [203]
31: 448 184 1 [203]
20: 180 96 1 [203]
23: 180 18 1 [203]
102: 243 17 1 [203]
102: 190 407 1 [203]
12: 407 190 1 [203]
90: 195 190 1 [203]
220: 195 190 1 [203]
34: 190 195 1 [203]
40: 195 197 1 [203]
40: 195 197 1 [203]
191: 190 425 1 [203]
121: 337 17 1 [203]
123: 202 322 1 [203]
220: 288 44 1 [203]
173: 448 297 1 [203]
212: 315 17 1 [203]
212: 315 3 1 [203]
223: 315 96 1 [203]
212: 315 96 1 [203]
222: 243 401 1 [203]
212: 103 188 1 [203]
213: 103 187 1 [203]
197: 96 187 1 [203]
23: 125 448 1 [203]
220: 210 319 1 [203]
84: 190 448 1 [203]
102: 195 190 1 [203]
122: 183 441 1 [203]
102: 180 441 1 [203]
212: 315 17 1 [203]
212: 315 3 1 [203]
121: 401 448 1 [203]
122: 401 448 1 [203]
180: 44 448 1 [203]
193: 368 441 1 [203]
