% Recoded by WEISmonths, Sun Nov 28 21:57:00 2004
% from http://www.ku.edu/~keds/data.dir/balk.html
*vertices 325
22: 306 298 1 [121]
23: 35 32 1 [121]
23: 35 28 1 [121]
94: 306 130 1 [121]
100: 83 246 1 [121]
120: 246 298 1 [121]
66: 156 251 1 [121]
102: 277 22 1 [121]
101: 260 56 1 [121]
50: 83 130 1 [121]
225: 35 290 1 [121]
94: 234 95 1 [121]
94: 95 234 1 [121]
81: 22 290 1 [121]
81: 290 22 1 [121]
111: 83 251 1 [121]
80: 83 251 1 [121]
31: 290 234 1 [121]
41: 286 210 1 [121]
94: 290 239 1 [121]
67: 193 28 1 [121]
201: 246 99 1 [121]
41: 193 251 1 [121]
66: 130 156 1 [121]
24: 210 83 1 [121]
66: 83 251 1 [121]
22: 286 130 1 [121]
123: 210 83 1 [121]
182: 3 298 1 [121]
120: 87 99 1 [121]
82: 98 83 1 [121]
33: 130 17 1 [121]
32: 17 130 1 [121]
41: 234 98 1 [121]
121: 234 298 1 [121]
12: 251 153 1 [121]
223: 286 153 1 [121]
23: 306 27 1 [121]
54: 295 27 1 [121]
223: 210 153 1 [121]
223: 98 83 1 [121]
223: 153 246 1 [121]
22: 153 3 1 [121]
22: 153 189 1 [121]
22: 153 174 1 [121]
160: 193 153 1 [121]
122: 246 130 1 [121]
121: 130 98 1 [121]
122: 106 153 1 [121]
122: 298 246 1 [121]
123: 290 83 1 [121]
122: 298 246 1 [121]
121: 193 153 1 [121]
120: 83 246 1 [121]
160: 246 99 1 [121]
31: 298 154 1 [121]
31: 154 298 1 [121]
31: 193 154 1 [121]
31: 154 193 1 [121]
120: 286 87 1 [121]
120: 286 298 1 [121]
31: 153 83 1 [121]
31: 83 153 1 [121]
102: 3 290 1 [121]
123: 290 83 1 [121]
67: 246 153 1 [121]
120: 210 98 1 [121]
23: 153 98 1 [121]
121: 246 153 1 [121]
31: 193 23 1 [121]
31: 193 76 1 [121]
223: 246 83 1 [121]
120: 298 193 1 [121]
160: 298 99 1 [121]
102: 298 130 1 [121]
202: 98 153 1 [121]
121: 246 83 1 [121]
201: 99 153 1 [121]
22: 290 83 1 [121]
111: 98 310 1 [121]
111: 98 193 1 [121]
200: 98 153 1 [121]
123: 98 83 1 [121]
120: 286 234 1 [121]
120: 286 298 1 [121]
120: 286 105 1 [121]
120: 286 95 1 [121]
31: 234 23 1 [121]
31: 234 76 1 [121]
31: 298 23 1 [121]
31: 298 76 1 [121]
31: 105 23 1 [121]
31: 105 76 1 [121]
31: 95 23 1 [121]
31: 95 76 1 [121]
31: 286 23 1 [121]
31: 286 76 1 [121]
31: 23 234 1 [121]
31: 23 298 1 [121]
31: 23 105 1 [121]
31: 23 95 1 [121]
31: 23 286 1 [121]
31: 76 234 1 [121]
31: 76 298 1 [121]
31: 76 105 1 [121]
31: 76 95 1 [121]
31: 76 286 1 [121]
112: 290 153 1 [121]
212: 3 286 1 [121]
94: 290 153 1 [121]
102: 3 193 1 [121]
94: 286 234 1 [121]
94: 286 298 1 [121]
94: 286 105 1 [121]
94: 286 95 1 [121]
102: 87 246 1 [121]
140: 193 153 1 [121]
112: 298 193 1 [121]
112: 290 153 1 [121]
23: 193 153 1 [121]
94: 288 154 1 [121]
223: 98 153 1 [121]
22: 76 153 1 [121]
121: 290 98 1 [121]
90: 42 246 1 [121]
223: 98 153 1 [121]
122: 290 154 1 [121]
223: 246 153 1 [121]
22: 14 83 1 [121]
160: 46 98 1 [121]
31: 290 153 1 [121]
42: 298 193 1 [121]
24: 298 153 1 [121]
152: 23 153 1 [121]
152: 76 153 1 [121]
102: 3 298 1 [121]
31: 193 98 1 [121]
31: 98 193 1 [121]
196: 193 99 1 [121]
200: 298 98 1 [121]
23: 98 246 1 [121]
22: 106 153 1 [121]
22: 203 153 1 [121]
23: 99 298 1 [121]
102: 142 246 1 [121]
182: 286 153 1 [121]
25: 193 246 1 [121]
32: 153 42 1 [121]
33: 42 153 1 [121]
22: 134 154 1 [121]
22: 298 193 1 [121]
182: 130 210 1 [121]
102: 235 234 1 [121]
223: 156 246 1 [121]
23: 95 153 1 [121]
22: 92 210 1 [121]
94: 286 153 1 [121]
160: 99 298 1 [121]
122: 99 98 1 [121]
22: 298 246 1 [121]
191: 234 98 1 [121]
191: 298 98 1 [121]
191: 105 98 1 [121]
191: 95 98 1 [121]
191: 286 98 1 [121]
22: 63 76 1 [121]
121: 56 310 1 [121]
102: 99 193 1 [121]
122: 98 130 1 [121]
32: 193 246 1 [121]
102: 3 99 1 [121]
111: 98 193 1 [121]
25: 298 251 1 [121]
32: 193 246 1 [121]
33: 246 193 1 [121]
33: 96 246 1 [121]
32: 246 96 1 [121]
33: 96 153 1 [121]
32: 153 96 1 [121]
102: 99 153 1 [121]
111: 98 310 1 [121]
111: 98 193 1 [121]
200: 98 153 1 [121]
123: 98 83 1 [121]
32: 92 153 1 [121]
33: 153 92 1 [121]
22: 298 246 1 [121]
25: 298 193 1 [121]
102: 193 153 1 [121]
212: 187 35 1 [121]
31: 95 105 1 [121]
31: 105 95 1 [121]
31: 203 141 1 [121]
32: 298 286 1 [121]
33: 286 298 1 [121]
32: 298 95 1 [121]
33: 95 298 1 [121]
25: 298 153 1 [121]
25: 298 135 1 [121]
31: 234 286 1 [121]
31: 298 286 1 [121]
31: 105 286 1 [121]
31: 95 286 1 [121]
31: 286 234 1 [121]
31: 286 298 1 [121]
31: 286 105 1 [121]
31: 286 95 1 [121]
160: 210 98 1 [121]
121: 76 246 1 [121]
120: 290 246 1 [121]
22: 27 153 1 [121]
31: 99 193 1 [121]
31: 193 99 1 [121]
120: 92 246 1 [121]
14: 156 246 1 [121]
94: 210 153 1 [121]
171: 70 141 1 [121]
22: 193 98 1 [121]
31: 234 99 1 [121]
31: 99 234 1 [121]
152: 153 246 1 [121]
73: 193 130 1 [121]
80: 193 153 1 [121]
25: 193 246 1 [121]
12: 246 153 1 [121]
152: 153 290 1 [121]
95: 306 153 1 [121]
95: 306 257 1 [121]
94: 193 99 1 [121]
31: 193 23 1 [121]
31: 193 76 1 [121]
31: 23 193 1 [121]
31: 76 193 1 [121]
111: 98 193 1 [121]
192: 99 153 1 [121]
84: 99 234 1 [121]
90: 99 298 1 [121]
120: 298 153 1 [121]
31: 210 98 1 [121]
31: 98 210 1 [121]
22: 63 76 1 [121]
122: 298 99 1 [121]
132: 298 246 1 [121]
141: 35 290 1 [121]
120: 290 153 1 [121]
140: 193 234 1 [121]
102: 234 210 1 [121]
223: 98 153 1 [121]
223: 153 98 1 [121]
102: 298 99 1 [121]
102: 290 130 1 [121]
30: 298 153 1 [121]
173: 87 251 1 [121]
22: 128 246 1 [121]
23: 92 246 1 [121]
102: 306 153 1 [121]
102: 193 246 1 [121]
102: 210 246 1 [121]
102: 87 246 1 [121]
72: 105 141 1 [121]
31: 141 153 1 [121]
31: 153 141 1 [121]
24: 87 99 1 [121]
23: 193 153 1 [121]
23: 98 246 1 [121]
81: 234 130 1 [121]
31: 288 298 1 [121]
31: 298 288 1 [121]
31: 288 299 1 [121]
31: 299 288 1 [121]
31: 298 299 1 [121]
31: 299 298 1 [121]
121: 234 298 1 [121]
121: 234 286 1 [121]
111: 234 193 1 [121]
150: 298 193 1 [121]
160: 76 99 1 [121]
223: 193 251 1 [121]
25: 298 153 1 [121]
31: 193 153 1 [121]
202: 98 153 1 [121]
171: 286 141 1 [121]
42: 3 98 1 [121]
42: 174 98 1 [121]
31: 3 246 1 [121]
33: 246 3 1 [121]
31: 3 83 1 [121]
33: 83 3 1 [121]
31: 174 246 1 [121]
33: 246 174 1 [121]
31: 174 83 1 [121]
33: 83 174 1 [121]
223: 130 153 1 [121]
102: 235 234 1 [121]
22: 156 246 1 [121]
32: 96 286 1 [121]
33: 286 96 1 [121]
84: 92 98 1 [121]
102: 290 130 1 [121]
42: 3 83 1 [121]
102: 298 193 1 [121]
112: 193 246 1 [121]
102: 193 246 1 [121]
12: 193 246 1 [121]
84: 92 98 1 [121]
31: 202 141 1 [121]
41: 193 246 1 [121]
120: 92 98 1 [121]
213: 153 246 1 [121]
170: 193 98 1 [121]
132: 193 130 1 [121]
60: 153 210 1 [121]
81: 298 154 1 [121]
81: 286 154 1 [121]
213: 153 246 1 [121]
223: 3 141 1 [121]
66: 246 83 1 [121]
20: 106 310 1 [121]
20: 106 193 1 [121]
112: 174 83 1 [121]
42: 76 153 1 [121]
31: 83 153 1 [121]
32: 298 153 1 [121]
33: 153 298 1 [121]
170: 298 193 1 [121]
170: 193 153 1 [121]
121: 298 246 1 [121]
191: 35 246 1 [121]
66: 83 246 1 [121]
23: 105 153 1 [121]
101: 298 234 1 [121]
101: 298 105 1 [121]
101: 298 95 1 [121]
101: 298 286 1 [121]
71: 193 153 1 [121]
220: 83 153 1 [121]
32: 193 153 1 [121]
33: 153 193 1 [121]
25: 76 153 1 [121]
121: 141 3 1 [121]
24: 193 76 1 [121]
223: 193 153 1 [121]
22: 154 246 1 [121]
190: 193 27 1 [121]
25: 98 153 1 [121]
102: 130 246 1 [121]
102: 130 154 1 [121]
31: 193 298 1 [121]
111: 59 56 1 [121]
25: 234 153 1 [121]
25: 298 153 1 [121]
25: 105 153 1 [121]
25: 95 153 1 [121]
25: 286 153 1 [121]
23: 290 193 1 [121]
54: 286 153 1 [121]
23: 193 153 1 [121]
73: 193 246 1 [121]
131: 35 153 1 [121]
22: 298 153 1 [121]
121: 290 135 1 [121]
223: 246 153 1 [121]
32: 298 234 1 [121]
32: 298 105 1 [121]
32: 298 95 1 [121]
32: 298 286 1 [121]
33: 234 298 1 [121]
33: 105 298 1 [121]
33: 95 298 1 [121]
33: 286 298 1 [121]
102: 130 154 1 [121]
25: 130 246 1 [121]
24: 95 234 1 [121]
24: 95 298 1 [121]
24: 95 105 1 [121]
24: 95 286 1 [121]
31: 156 193 1 [121]
33: 193 156 1 [121]
12: 156 251 1 [121]
102: 76 83 1 [121]
25: 76 246 1 [121]
31: 298 153 1 [121]
32: 193 153 1 [121]
33: 153 193 1 [121]
31: 95 22 1 [121]
31: 22 95 1 [121]
31: 141 22 1 [121]
31: 22 141 1 [121]
223: 193 246 1 [121]
64: 271 174 1 [121]
182: 95 153 1 [121]
182: 286 153 1 [121]
182: 95 153 1 [121]
182: 286 153 1 [121]
32: 288 246 1 [121]
223: 153 246 1 [121]
23: 76 98 1 [121]
23: 76 246 1 [121]
121: 3 141 1 [121]
80: 95 246 1 [121]
80: 95 3 1 [121]
80: 286 246 1 [121]
80: 286 3 1 [121]
160: 153 98 1 [121]
94: 310 153 1 [121]
94: 193 153 1 [121]
160: 193 246 1 [121]
160: 193 154 1 [121]
22: 290 27 1 [121]
160: 193 98 1 [121]
210: 193 28 1 [121]
32: 235 95 1 [121]
33: 95 235 1 [121]
30: 235 153 1 [121]
141: 98 299 1 [121]
80: 290 153 1 [121]
102: 51 174 1 [121]
223: 246 154 1 [121]
22: 271 174 1 [121]
123: 298 290 1 [121]
223: 246 153 1 [121]
25: 95 22 1 [121]
150: 153 130 1 [121]
102: 174 271 1 [121]
62: 193 225 1 [121]
62: 193 119 1 [121]
62: 193 67 1 [121]
25: 98 83 1 [121]
31: 234 153 1 [121]
112: 234 246 1 [121]
41: 234 153 1 [121]
23: 3 246 1 [121]
23: 290 153 1 [121]
223: 153 83 1 [121]
24: 153 105 1 [121]
225: 246 154 1 [121]
24: 298 193 1 [121]
112: 310 246 1 [121]
223: 246 83 1 [121]
182: 298 153 1 [121]
182: 105 153 1 [121]
80: 154 95 1 [121]
141: 99 246 1 [121]
81: 105 98 1 [121]
81: 105 153 1 [121]
81: 105 83 1 [121]
24: 288 99 1 [121]
31: 3 246 1 [121]
31: 246 3 1 [121]
31: 193 23 1 [121]
31: 193 76 1 [121]
31: 23 193 1 [121]
31: 76 193 1 [121]
94: 288 153 1 [121]
42: 290 98 1 [121]
82: 98 153 1 [121]
194: 153 95 1 [121]
25: 154 246 1 [121]
81: 298 193 1 [121]
102: 98 193 1 [122]
102: 290 153 1 [122]
22: 298 76 1 [122]
171: 286 246 1 [122]
171: 286 154 1 [122]
25: 153 130 1 [122]
94: 298 153 1 [122]
25: 98 99 1 [122]
150: 76 99 1 [122]
22: 153 98 1 [122]
22: 106 87 1 [122]
22: 106 297 1 [122]
122: 280 246 1 [122]
23: 193 153 1 [122]
24: 96 153 1 [122]
111: 290 246 1 [122]
102: 51 174 1 [122]
31: 153 95 1 [122]
66: 246 153 1 [122]
32: 156 95 1 [122]
33: 95 156 1 [122]
22: 286 156 1 [122]
94: 156 95 1 [122]
150: 106 234 1 [122]
150: 106 298 1 [122]
150: 106 105 1 [122]
150: 106 95 1 [122]
150: 106 286 1 [122]
94: 99 290 1 [122]
120: 3 298 1 [122]
81: 83 130 1 [122]
102: 290 153 1 [122]
73: 235 153 1 [122]
32: 83 95 1 [122]
34: 98 153 1 [122]
67: 35 246 1 [122]
32: 98 153 1 [122]
33: 153 98 1 [122]
102: 28 290 1 [122]
182: 130 246 1 [122]
223: 246 154 1 [122]
94: 234 154 1 [122]
94: 298 154 1 [122]
94: 105 154 1 [122]
94: 95 154 1 [122]
94: 286 154 1 [122]
41: 288 154 1 [122]
53: 130 153 1 [122]
160: 290 193 1 [122]
32: 98 153 1 [122]
33: 153 98 1 [122]
81: 298 153 1 [122]
171: 153 193 1 [122]
171: 193 153 1 [122]
31: 153 193 1 [122]
31: 193 153 1 [122]
182: 286 153 1 [122]
31: 299 288 1 [122]
31: 288 299 1 [122]
41: 95 246 1 [122]
25: 298 153 1 [122]
121: 153 298 1 [122]
25: 299 290 1 [122]
80: 246 153 1 [122]
31: 298 299 1 [122]
32: 114 22 1 [122]
33: 22 114 1 [122]
90: 246 153 1 [122]
102: 114 246 1 [122]
102: 114 83 1 [122]
222: 277 160 1 [122]
64: 271 174 1 [122]
34: 246 153 1 [122]
123: 246 154 1 [122]
102: 246 153 1 [122]
223: 153 83 1 [122]
32: 83 153 1 [122]
33: 153 83 1 [122]
31: 299 153 1 [122]
95: 299 193 1 [122]
25: 3 298 1 [122]
25: 298 95 1 [122]
31: 154 95 1 [122]
33: 95 154 1 [122]
102: 298 130 1 [122]
25: 246 95 1 [122]
66: 298 98 1 [122]
32: 246 153 1 [122]
33: 153 246 1 [122]
80: 193 246 1 [122]
102: 3 246 1 [122]
102: 3 154 1 [122]
32: 246 95 1 [122]
182: 193 153 1 [122]
41: 298 87 1 [122]
31: 96 130 1 [122]
31: 130 96 1 [122]
22: 234 153 1 [122]
25: 3 246 1 [122]
25: 83 130 1 [122]
25: 27 246 1 [122]
25: 27 154 1 [122]
31: 56 290 1 [122]
32: 98 153 1 [122]
171: 153 193 1 [122]
171: 193 153 1 [122]
25: 27 95 1 [122]
196: 193 98 1 [122]
25: 153 95 1 [122]
25: 298 153 1 [122]
23: 234 153 1 [122]
23: 298 153 1 [122]
23: 105 153 1 [122]
23: 95 153 1 [122]
23: 286 153 1 [122]
25: 246 83 1 [122]
25: 310 95 1 [122]
23: 98 246 1 [122]
22: 288 83 1 [122]
80: 193 153 1 [122]
32: 83 95 1 [122]
81: 174 83 1 [122]
25: 83 95 1 [122]
22: 193 153 1 [122]
31: 96 153 1 [122]
31: 153 96 1 [122]
32: 286 246 1 [122]
32: 154 95 1 [122]
25: 95 98 1 [122]
31: 98 130 1 [122]
33: 130 98 1 [122]
31: 246 130 1 [122]
33: 130 246 1 [122]
31: 83 130 1 [122]
33: 130 83 1 [122]
53: 141 153 1 [122]
111: 298 153 1 [122]
32: 27 17 1 [122]
33: 17 27 1 [122]
31: 3 153 1 [122]
25: 153 246 1 [122]
32: 76 246 1 [122]
32: 76 83 1 [122]
25: 153 95 1 [122]
160: 286 153 1 [122]
31: 130 153 1 [122]
31: 153 130 1 [122]
25: 298 153 1 [122]
32: 174 271 1 [122]
33: 271 174 1 [122]
25: 286 96 1 [122]
173: 81 193 1 [122]
173: 164 193 1 [122]
173: 171 193 1 [122]
25: 298 95 1 [122]
102: 298 260 1 [122]
152: 95 153 1 [122]
23: 298 105 1 [122]
31: 235 130 1 [122]
31: 130 235 1 [122]
152: 288 153 1 [122]
31: 153 246 1 [122]
33: 246 153 1 [122]
54: 193 153 1 [122]
152: 96 246 1 [122]
152: 96 83 1 [122]
25: 96 246 1 [122]
140: 114 160 1 [122]
112: 98 290 1 [122]
195: 51 174 1 [122]
22: 174 51 1 [122]
112: 98 290 1 [122]
121: 87 35 1 [122]
121: 297 35 1 [122]
82: 246 83 1 [122]
225: 3 98 1 [122]
102: 98 290 1 [122]
111: 98 290 1 [122]
31: 96 153 1 [122]
31: 153 96 1 [122]
23: 298 246 1 [122]
23: 298 83 1 [122]
112: 298 174 1 [122]
121: 3 239 1 [122]
81: 98 290 1 [122]
212: 98 56 1 [122]
22: 298 51 1 [122]
25: 96 193 1 [122]
94: 298 153 1 [122]
120: 159 99 1 [122]
25: 98 99 1 [122]
53: 98 246 1 [122]
25: 153 95 1 [122]
32: 246 153 1 [122]
33: 153 246 1 [122]
31: 153 246 1 [122]
152: 288 153 1 [122]
152: 95 153 1 [122]
80: 98 153 1 [122]
22: 98 153 1 [122]
81: 42 174 1 [122]
152: 154 246 1 [122]
25: 298 95 1 [122]
32: 246 153 1 [122]
33: 153 246 1 [122]
90: 246 153 1 [122]
32: 83 153 1 [122]
80: 298 234 1 [122]
160: 51 271 1 [122]
101: 286 193 1 [122]
31: 286 153 1 [122]
182: 286 193 1 [122]
60: 288 83 1 [122]
25: 98 153 1 [122]
25: 98 95 1 [122]
80: 210 95 1 [122]
25: 154 95 1 [122]
41: 87 27 1 [122]
41: 297 27 1 [122]
84: 27 89 1 [122]
199: 290 42 1 [122]
199: 290 174 1 [122]
199: 290 233 1 [122]
199: 76 42 1 [122]
199: 76 174 1 [122]
199: 76 233 1 [122]
23: 59 56 1 [122]
25: 246 83 1 [122]
90: 98 153 1 [122]
90: 98 193 1 [122]
90: 98 298 1 [122]
213: 83 246 1 [122]
25: 153 234 1 [122]
25: 153 298 1 [122]
25: 153 105 1 [122]
25: 153 95 1 [122]
25: 153 286 1 [122]
223: 156 246 1 [122]
31: 286 246 1 [122]
31: 286 154 1 [122]
31: 95 153 1 [122]
120: 154 246 1 [122]
102: 193 246 1 [122]
222: 32 35 1 [122]
32: 298 95 1 [122]
33: 95 298 1 [122]
170: 98 246 1 [122]
32: 299 95 1 [122]
33: 95 299 1 [122]
25: 299 153 1 [122]
23: 153 290 1 [122]
31: 105 76 1 [122]
31: 76 105 1 [122]
141: 246 153 1 [122]
121: 246 83 1 [122]
141: 246 153 1 [122]
81: 174 271 1 [122]
102: 298 299 1 [122]
23: 298 193 1 [122]
32: 299 95 1 [122]
32: 298 95 1 [122]
33: 95 298 1 [122]
66: 156 83 1 [122]
32: 299 95 1 [122]
53: 298 193 1 [122]
31: 234 95 1 [122]
31: 298 95 1 [122]
31: 105 95 1 [122]
31: 286 95 1 [122]
31: 95 234 1 [122]
31: 95 298 1 [122]
31: 95 105 1 [122]
31: 95 286 1 [122]
25: 83 153 1 [122]
102: 298 98 1 [122]
25: 193 246 1 [122]
24: 299 298 1 [122]
80: 299 246 1 [122]
31: 246 153 1 [122]
33: 153 246 1 [122]
31: 310 153 1 [122]
33: 153 310 1 [122]
25: 298 246 1 [122]
25: 298 83 1 [122]
160: 246 83 1 [122]
160: 83 246 1 [122]
31: 298 153 1 [122]
33: 153 298 1 [122]
31: 96 153 1 [122]
31: 153 96 1 [122]
111: 246 83 1 [122]
22: 298 193 1 [122]
25: 153 234 1 [122]
25: 153 298 1 [122]
25: 153 105 1 [122]
25: 153 95 1 [122]
25: 153 286 1 [122]
25: 234 246 1 [122]
25: 298 246 1 [122]
25: 105 246 1 [122]
25: 95 246 1 [122]
25: 286 246 1 [122]
31: 234 95 1 [122]
31: 298 95 1 [122]
31: 105 95 1 [122]
31: 286 95 1 [122]
31: 95 234 1 [122]
31: 95 298 1 [122]
31: 95 105 1 [122]
31: 95 286 1 [122]
198: 156 251 1 [122]
31: 246 83 1 [122]
31: 83 246 1 [122]
31: 76 95 1 [122]
31: 95 76 1 [122]
23: 174 22 1 [122]
73: 234 63 1 [122]
31: 83 153 1 [122]
25: 153 235 1 [122]
25: 32 130 1 [122]
42: 286 28 1 [122]
70: 141 193 1 [122]
80: 153 246 1 [122]
32: 306 260 1 [122]
33: 260 306 1 [122]
32: 96 174 1 [122]
33: 174 96 1 [122]
32: 96 95 1 [122]
33: 95 96 1 [122]
25: 246 153 1 [122]
25: 83 153 1 [122]
80: 193 153 1 [122]
31: 141 193 1 [122]
31: 193 141 1 [122]
31: 299 298 1 [122]
31: 298 299 1 [122]
212: 3 8 1 [122]
25: 234 153 1 [122]
25: 298 153 1 [122]
25: 105 153 1 [122]
25: 95 153 1 [122]
25: 286 153 1 [122]
111: 87 28 1 [122]
111: 297 28 1 [122]
31: 246 95 1 [122]
33: 95 246 1 [122]
31: 83 95 1 [122]
33: 95 83 1 [122]
80: 246 153 1 [122]
80: 83 153 1 [122]
221: 156 95 1 [122]
102: 56 246 1 [122]
31: 298 95 1 [122]
33: 95 298 1 [122]
121: 310 246 1 [122]
32: 193 174 1 [122]
33: 174 193 1 [122]
194: 130 246 1 [122]
25: 153 246 1 [122]
121: 3 269 1 [122]
121: 3 134 1 [122]
34: 153 95 1 [122]
24: 95 153 1 [122]
24: 288 153 1 [122]
212: 28 27 1 [122]
53: 298 156 1 [122]
24: 290 193 1 [122]
52: 266 290 1 [122]
131: 153 246 1 [122]
131: 153 83 1 [122]
152: 277 95 1 [122]
64: 246 193 1 [122]
122: 234 193 1 [122]
25: 99 298 1 [122]
25: 246 153 1 [122]
25: 83 153 1 [122]
42: 76 246 1 [122]
31: 299 246 1 [122]
31: 246 299 1 [122]
53: 46 193 1 [122]
152: 299 95 1 [122]
122: 106 246 1 [122]
22: 106 246 1 [122]
203: 95 246 1 [122]
203: 95 3 1 [122]
223: 298 246 1 [122]
25: 286 95 1 [122]
22: 106 246 1 [122]
31: 83 153 1 [122]
33: 153 83 1 [122]
94: 160 290 1 [122]
141: 298 234 1 [122]
31: 271 306 1 [122]
31: 306 271 1 [122]
22: 98 234 1 [122]
24: 235 298 1 [122]
23: 193 27 1 [122]
223: 193 98 1 [122]
160: 234 298 1 [122]
32: 271 306 1 [122]
33: 306 271 1 [122]
22: 141 234 1 [122]
22: 141 298 1 [122]
22: 141 105 1 [122]
22: 141 95 1 [122]
22: 141 286 1 [122]
171: 46 153 1 [122]
171: 174 153 1 [122]
31: 23 153 1 [122]
31: 299 96 1 [122]
31: 96 299 1 [122]
80: 246 153 1 [122]
31: 83 153 1 [122]
33: 153 83 1 [122]
31: 288 98 1 [122]
33: 98 288 1 [122]
23: 153 290 1 [122]
94: 76 153 1 [122]
32: 298 246 1 [122]
33: 246 298 1 [122]
182: 286 114 1 [122]
182: 286 174 1 [122]
80: 298 153 1 [122]
25: 35 153 1 [122]
22: 174 98 1 [122]
120: 3 246 1 [122]
212: 290 35 1 [122]
122: 282 193 1 [122]
32: 288 153 1 [122]
33: 153 288 1 [122]
160: 153 298 1 [122]
31: 153 193 1 [122]
31: 193 153 1 [122]
112: 99 298 1 [122]
25: 153 156 1 [122]
32: 99 246 1 [122]
33: 246 99 1 [122]
112: 99 298 1 [122]
24: 153 210 1 [122]
14: 99 153 1 [122]
102: 246 153 1 [122]
32: 153 246 1 [122]
80: 310 246 1 [122]
223: 193 251 1 [122]
102: 246 234 1 [122]
102: 246 298 1 [122]
102: 246 105 1 [122]
102: 246 95 1 [122]
102: 246 286 1 [122]
23: 105 98 1 [122]
23: 105 76 1 [122]
31: 246 153 1 [122]
33: 153 246 1 [122]
31: 83 153 1 [122]
33: 153 83 1 [122]
81: 298 153 1 [122]
173: 310 246 1 [122]
31: 234 298 1 [122]
22: 234 298 1 [122]
23: 298 98 1 [122]
31: 234 298 1 [122]
21: 234 246 1 [122]
111: 99 298 1 [122]
100: 290 174 1 [122]
80: 153 99 1 [122]
121: 130 83 1 [122]
25: 246 95 1 [122]
12: 83 153 1 [122]
25: 298 153 1 [122]
25: 234 246 1 [122]
25: 298 246 1 [122]
25: 105 246 1 [122]
25: 95 246 1 [122]
25: 286 246 1 [122]
80: 234 246 1 [122]
80: 298 246 1 [122]
80: 105 246 1 [122]
80: 95 246 1 [122]
80: 286 246 1 [122]
80: 234 83 1 [122]
80: 298 83 1 [122]
80: 105 83 1 [122]
80: 95 83 1 [122]
80: 286 83 1 [122]
25: 299 95 1 [122]
12: 154 246 1 [122]
22: 193 251 1 [122]
32: 298 119 1 [122]
31: 234 153 1 [122]
31: 298 153 1 [122]
31: 105 153 1 [122]
31: 95 153 1 [122]
31: 286 153 1 [122]
31: 153 234 1 [122]
31: 153 298 1 [122]
31: 153 105 1 [122]
31: 153 95 1 [122]
31: 153 286 1 [122]
25: 234 298 1 [122]
25: 234 105 1 [122]
25: 234 95 1 [122]
25: 234 286 1 [122]
25: 298 234 1 [122]
25: 298 105 1 [122]
25: 298 95 1 [122]
25: 298 286 1 [122]
25: 105 234 1 [122]
25: 105 298 1 [122]
25: 105 95 1 [122]
25: 105 286 1 [122]
25: 95 234 1 [122]
25: 95 298 1 [122]
25: 95 105 1 [122]
25: 95 286 1 [122]
25: 286 234 1 [122]
25: 286 298 1 [122]
25: 286 105 1 [122]
25: 286 95 1 [122]
194: 193 95 1 [122]
181: 246 98 1 [122]
25: 83 246 1 [122]
22: 234 246 1 [122]
25: 234 193 1 [122]
212: 130 234 1 [122]
212: 130 298 1 [122]
212: 130 105 1 [122]
212: 130 95 1 [122]
212: 130 286 1 [122]
84: 298 153 1 [122]
84: 299 153 1 [122]
84: 288 153 1 [122]
198: 246 251 1 [122]
84: 298 98 1 [122]
80: 153 246 1 [122]
80: 153 83 1 [122]
112: 246 193 1 [122]
64: 290 174 1 [122]
173: 251 98 1 [122]
25: 153 246 1 [122]
80: 298 153 1 [122]
32: 298 286 1 [122]
111: 83 299 1 [122]
25: 153 246 1 [122]
32: 174 42 1 [122]
25: 246 153 1 [122]
24: 234 246 1 [122]
24: 234 83 1 [122]
112: 51 98 1 [122]
25: 153 310 1 [122]
80: 298 153 1 [122]
94: 83 153 1 [122]
70: 105 246 1 [122]
80: 3 246 1 [122]
80: 3 83 1 [122]
25: 153 246 1 [122]
80: 153 95 1 [122]
182: 98 153 1 [122]
32: 193 95 1 [122]
33: 95 193 1 [122]
111: 193 290 1 [122]
31: 298 87 1 [122]
33: 87 298 1 [122]
94: 42 193 1 [122]
94: 233 193 1 [122]
21: 189 251 1 [122]
121: 76 99 1 [122]
121: 76 154 1 [122]
67: 83 156 1 [122]
191: 95 96 1 [122]
25: 153 95 1 [122]
32: 246 99 1 [122]
33: 99 246 1 [122]
152: 246 95 1 [122]
220: 246 153 1 [122]
25: 234 153 1 [122]
198: 298 83 1 [122]
23: 42 99 1 [122]
182: 3 98 1 [122]
94: 166 87 1 [122]
102: 76 246 1 [122]
102: 76 83 1 [122]
81: 76 153 1 [122]
81: 153 76 1 [122]
102: 96 153 1 [122]
31: 35 298 1 [122]
80: 299 298 1 [122]
25: 153 193 1 [122]
24: 288 153 1 [122]
102: 83 153 1 [122]
31: 83 174 1 [122]
31: 246 153 1 [122]
33: 153 246 1 [122]
54: 298 234 1 [122]
23: 193 35 1 [122]
23: 154 298 1 [122]
23: 234 153 1 [122]
25: 299 98 1 [122]
31: 298 153 1 [122]
33: 153 298 1 [122]
81: 298 154 1 [122]
81: 154 298 1 [122]
102: 234 246 1 [122]
102: 234 154 1 [122]
102: 235 153 1 [122]
81: 266 290 1 [122]
81: 290 266 1 [122]
90: 246 130 1 [122]
25: 298 153 1 [122]
23: 234 153 1 [122]
31: 298 95 1 [122]
31: 298 286 1 [122]
31: 95 298 1 [122]
31: 95 286 1 [122]
