% Recoded by KEDSmonths, Sun Nov 28 12:48:43 2004
*vertices 174
102: 135 164 1 [138]
32: 156 164 1 [138]
94: 91 77 1 [138]
102: 5 164 1 [138]
102: 135 5 1 [138]
31: 161 74 1 [138]
31: 161 75 1 [138]
102: 156 164 1 [138]
31: 161 74 1 [138]
31: 161 75 1 [138]
81: 77 135 1 [138]
94: 91 77 1 [138]
73: 10 135 1 [138]
122: 77 42 1 [138]
122: 74 135 1 [138]
23: 75 5 1 [138]
71: 125 135 1 [138]
192: 77 75 1 [138]
23: 74 169 1 [138]
23: 74 107 1 [138]
223: 147 91 1 [138]
81: 10 26 1 [138]
111: 74 75 1 [139]
13: 125 135 1 [139]
23: 75 164 1 [139]
95: 75 77 1 [139]
31: 75 74 1 [139]
31: 74 75 1 [139]
223: 164 74 1 [139]
23: 77 75 1 [139]
11: 74 161 1 [139]
11: 75 161 1 [139]
23: 164 125 1 [139]
23: 74 75 1 [139]
112: 77 5 1 [139]
121: 74 135 1 [139]
31: 74 161 1 [139]
31: 75 161 1 [139]
91: 74 161 1 [139]
33: 161 105 1 [139]
23: 5 74 1 [139]
23: 5 75 1 [139]
223: 77 147 1 [139]
223: 135 119 1 [139]
121: 1 164 1 [139]
121: 1 50 1 [139]
121: 1 119 1 [139]
73: 55 75 1 [139]
31: 120 147 1 [139]
31: 147 120 1 [139]
223: 77 91 1 [139]
223: 77 91 1 [139]
25: 75 50 1 [139]
212: 91 147 1 [139]
121: 164 77 1 [139]
41: 87 74 1 [139]
82: 5 164 1 [139]
223: 77 91 1 [139]
23: 74 50 1 [139]
191: 87 74 1 [139]
31: 26 135 1 [139]
31: 135 26 1 [139]
23: 91 91 1 [139]
31: 135 26 1 [139]
32: 73 91 1 [139]
91: 77 164 1 [139]
195: 145 75 1 [139]
222: 145 75 1 [139]
23: 62 161 1 [139]
131: 74 135 1 [139]
31: 147 156 1 [139]
31: 156 147 1 [139]
51: 74 118 1 [139]
121: 74 135 1 [139]
32: 147 156 1 [139]
122: 135 74 1 [139]
66: 75 160 1 [139]
211: 91 91 1 [139]
212: 160 75 1 [139]
66: 73 91 1 [139]
102: 166 77 1 [139]
223: 75 87 1 [139]
223: 75 155 1 [139]
31: 160 73 1 [139]
72: 120 77 1 [139]
31: 26 135 1 [139]
223: 74 164 1 [139]
160: 120 91 1 [139]
42: 164 5 1 [139]
121: 75 87 1 [139]
121: 75 155 1 [139]
64: 26 130 1 [139]
64: 135 130 1 [139]
102: 87 5 1 [139]
102: 75 5 1 [139]
102: 75 5 1 [139]
212: 110 91 1 [139]
31: 87 75 1 [139]
121: 87 75 1 [139]
173: 91 120 1 [139]
102: 107 154 1 [139]
111: 107 154 1 [139]
64: 75 87 1 [139]
64: 75 155 1 [139]
81: 119 161 1 [139]
81: 161 119 1 [139]
111: 164 75 1 [139]
122: 156 120 1 [139]
122: 120 156 1 [139]
102: 156 75 1 [139]
102: 156 87 1 [139]
102: 156 155 1 [139]
111: 164 75 1 [139]
73: 77 5 1 [139]
221: 120 91 1 [139]
202: 130 135 1 [139]
22: 153 75 1 [139]
22: 153 87 1 [139]
22: 86 74 1 [139]
211: 86 74 1 [139]
223: 120 91 1 [139]
111: 1 119 1 [139]
111: 1 161 1 [139]
23: 77 164 1 [139]
31: 161 77 1 [139]
24: 87 118 1 [139]
192: 135 118 1 [139]
64: 135 26 1 [139]
132: 75 87 1 [139]
142: 164 78 1 [139]
121: 75 87 1 [139]
223: 75 87 1 [139]
82: 135 26 1 [139]
181: 130 135 1 [139]
192: 75 87 1 [139]
81: 164 155 1 [139]
71: 75 74 1 [139]
25: 75 118 1 [139]
23: 161 75 1 [139]
131: 74 67 1 [139]
150: 75 118 1 [139]
31: 156 75 1 [139]
21: 164 75 1 [139]
121: 75 164 1 [139]
122: 75 5 1 [139]
82: 75 87 1 [139]
82: 87 75 1 [139]
150: 75 87 1 [139]
142: 155 164 1 [139]
22: 156 75 1 [139]
22: 156 87 1 [139]
95: 87 75 1 [139]
54: 75 164 1 [139]
223: 77 91 1 [139]
111: 91 5 1 [139]
54: 75 156 1 [139]
73: 164 87 1 [139]
94: 75 164 1 [139]
171: 77 75 1 [139]
24: 75 156 1 [139]
24: 87 156 1 [139]
94: 87 75 1 [139]
32: 156 75 1 [139]
32: 156 87 1 [139]
73: 118 75 1 [139]
191: 75 87 1 [139]
64: 50 91 1 [139]
31: 164 77 1 [139]
32: 77 164 1 [139]
81: 118 135 1 [139]
81: 118 75 1 [139]
111: 50 74 1 [139]
160: 75 87 1 [139]
192: 164 75 1 [139]
81: 135 118 1 [139]
81: 75 118 1 [139]
73: 91 50 1 [139]
173: 77 75 1 [139]
81: 120 91 1 [139]
132: 50 74 1 [139]
66: 86 74 1 [139]
31: 75 87 1 [139]
31: 87 75 1 [139]
32: 120 120 1 [139]
66: 50 91 1 [139]
94: 74 135 1 [139]
32: 82 75 1 [139]
32: 82 87 1 [139]
223: 147 74 1 [139]
73: 120 74 1 [139]
191: 120 5 1 [139]
81: 87 75 1 [139]
81: 75 87 1 [139]
221: 75 87 1 [139]
11: 91 110 1 [139]
71: 164 172 1 [139]
31: 87 135 1 [139]
192: 75 87 1 [139]
31: 77 91 1 [139]
31: 120 91 1 [139]
31: 147 91 1 [139]
111: 164 75 1 [140]
211: 75 87 1 [140]
23: 164 75 1 [140]
122: 164 75 1 [140]
94: 164 75 1 [140]
182: 87 75 1 [140]
211: 77 164 1 [140]
23: 87 75 1 [140]
223: 87 75 1 [140]
121: 75 87 1 [140]
23: 75 87 1 [140]
112: 87 75 1 [140]
223: 77 91 1 [140]
223: 91 110 1 [140]
223: 120 120 1 [140]
23: 164 75 1 [140]
23: 164 75 1 [140]
211: 33 46 1 [140]
211: 75 87 1 [140]
122: 164 75 1 [140]
221: 164 75 1 [140]
150: 87 5 1 [140]
22: 16 75 1 [140]
94: 164 75 1 [140]
94: 160 75 1 [140]
32: 164 132 1 [140]
73: 164 75 1 [140]
102: 161 75 1 [140]
94: 33 75 1 [140]
23: 33 164 1 [140]
192: 75 164 1 [140]
211: 75 87 1 [140]
211: 75 87 1 [140]
23: 77 75 1 [140]
23: 74 161 1 [140]
25: 81 75 1 [140]
31: 75 87 1 [140]
122: 100 75 1 [140]
94: 100 75 1 [140]
91: 164 107 1 [140]
122: 164 75 1 [140]
23: 75 87 1 [140]
141: 164 75 1 [140]
82: 5 75 1 [140]
101: 167 75 1 [140]
24: 75 87 1 [140]
102: 110 74 1 [140]
23: 87 75 1 [140]
22: 164 75 1 [140]
42: 75 164 1 [140]
42: 75 87 1 [140]
222: 164 91 1 [140]
122: 161 75 1 [140]
150: 161 87 1 [140]
23: 75 87 1 [140]
132: 81 75 1 [140]
211: 75 87 1 [140]
182: 164 87 1 [140]
31: 164 75 1 [140]
91: 164 75 1 [140]
22: 160 75 1 [140]
122: 164 75 1 [140]
102: 164 75 1 [140]
211: 75 87 1 [140]
31: 75 87 1 [140]
160: 75 164 1 [140]
23: 75 87 1 [140]
171: 77 87 1 [140]
122: 77 87 1 [140]
31: 5 75 1 [140]
32: 75 5 1 [140]
95: 164 161 1 [140]
122: 164 75 1 [140]
94: 147 75 1 [140]
25: 161 75 1 [140]
223: 120 120 1 [140]
211: 164 75 1 [140]
212: 110 75 1 [140]
32: 164 132 1 [140]
31: 164 75 1 [140]
23: 164 75 1 [140]
23: 164 75 1 [140]
111: 164 5 1 [140]
192: 22 87 1 [140]
94: 22 87 1 [140]
223: 75 87 1 [140]
142: 75 87 1 [140]
66: 87 91 1 [140]
122: 75 87 1 [140]
160: 77 75 1 [140]
82: 81 164 1 [140]
122: 5 75 1 [140]
23: 164 107 1 [140]
122: 110 135 1 [140]
73: 75 135 1 [140]
12: 164 87 1 [140]
73: 164 75 1 [140]
31: 5 135 1 [140]
112: 87 75 1 [140]
12: 75 87 1 [140]
23: 164 75 1 [140]
11: 91 110 1 [140]
101: 160 75 1 [140]
101: 164 75 1 [140]
223: 75 135 1 [140]
223: 87 75 1 [140]
32: 164 160 1 [140]
25: 164 75 1 [140]
31: 164 104 1 [140]
192: 169 87 1 [140]
192: 107 87 1 [140]
31: 75 135 1 [140]
192: 81 87 1 [140]
31: 82 75 1 [140]
23: 164 107 1 [140]
31: 81 87 1 [140]
73: 164 104 1 [140]
51: 75 87 1 [140]
23: 164 87 1 [140]
211: 75 160 1 [140]
223: 75 87 1 [140]
191: 42 75 1 [140]
193: 42 75 1 [140]
23: 75 87 1 [140]
122: 5 75 1 [140]
150: 5 75 1 [140]
23: 74 75 1 [140]
122: 75 87 1 [140]
25: 75 135 1 [140]
160: 87 75 1 [140]
221: 81 75 1 [140]
31: 75 154 1 [140]
22: 164 87 1 [140]
222: 156 87 1 [140]
32: 164 87 1 [140]
31: 87 164 1 [140]
41: 132 75 1 [140]
32: 135 75 1 [140]
192: 160 164 1 [140]
111: 154 75 1 [140]
66: 75 164 1 [140]
23: 87 75 1 [140]
31: 164 75 1 [140]
73: 164 87 1 [140]
12: 75 87 1 [140]
111: 75 5 1 [140]
25: 75 135 1 [140]
32: 120 156 1 [140]
32: 172 75 1 [140]
31: 155 75 1 [140]
32: 75 155 1 [140]
12: 87 10 1 [140]
112: 75 37 1 [140]
193: 42 75 1 [140]
54: 81 164 1 [140]
132: 164 75 1 [140]
222: 156 87 1 [140]
73: 75 87 1 [140]
150: 147 75 1 [140]
12: 147 87 1 [140]
22: 87 75 1 [140]
32: 75 87 1 [140]
31: 164 135 1 [140]
192: 78 75 1 [140]
23: 87 12 1 [140]
32: 172 156 1 [140]
63: 164 87 1 [140]
12: 164 87 1 [140]
25: 16 75 1 [140]
24: 160 75 1 [140]
66: 160 75 1 [140]
121: 164 75 1 [140]
160: 164 75 1 [140]
32: 75 164 1 [140]
32: 164 135 1 [140]
31: 135 164 1 [140]
73: 26 75 1 [140]
23: 87 75 1 [140]
171: 75 135 1 [140]
212: 91 87 1 [140]
191: 81 75 1 [140]
191: 81 87 1 [140]
192: 81 75 1 [140]
160: 75 87 1 [140]
23: 75 87 1 [140]
201: 75 87 1 [140]
23: 147 75 1 [140]
23: 75 154 1 [140]
12: 75 87 1 [140]
201: 75 87 1 [140]
81: 26 75 1 [140]
32: 75 156 1 [140]
122: 87 75 1 [140]
73: 135 75 1 [140]
73: 77 75 1 [140]
142: 82 87 1 [140]
32: 75 87 1 [140]
31: 50 75 1 [140]
32: 75 50 1 [140]
32: 75 154 1 [140]
52: 75 87 1 [140]
71: 75 77 1 [140]
31: 161 164 1 [140]
160: 75 164 1 [140]
193: 161 75 1 [140]
32: 164 154 1 [140]
223: 164 154 1 [140]
94: 164 160 1 [140]
94: 160 164 1 [140]
31: 164 135 1 [140]
23: 75 87 1 [140]
32: 120 156 1 [140]
71: 120 75 1 [140]
141: 156 82 1 [140]
101: 75 87 1 [140]
192: 75 135 1 [140]
54: 164 87 1 [140]
54: 164 75 1 [140]
160: 164 75 1 [140]
211: 75 160 1 [140]
23: 50 75 1 [140]
122: 75 87 1 [140]
73: 100 75 1 [140]
53: 154 161 1 [140]
172: 75 164 1 [140]
73: 75 87 1 [140]
193: 161 75 1 [140]
81: 161 75 1 [140]
73: 161 75 1 [140]
12: 160 87 1 [140]
33: 74 164 1 [140]
73: 81 75 1 [140]
211: 87 75 1 [140]
42: 75 164 1 [140]
73: 75 118 1 [140]
102: 164 75 1 [140]
12: 75 87 1 [140]
122: 164 75 1 [140]
223: 164 75 1 [140]
32: 164 135 1 [140]
31: 107 164 1 [140]
32: 164 107 1 [140]
223: 26 87 1 [140]
173: 135 75 1 [140]
11: 75 87 1 [140]
171: 164 75 1 [140]
212: 75 164 1 [140]
25: 164 107 1 [140]
223: 164 90 1 [140]
182: 160 135 1 [140]
42: 164 135 1 [140]
160: 164 75 1 [140]
31: 156 135 1 [140]
193: 87 75 1 [140]
102: 5 87 1 [140]
12: 87 75 1 [140]
23: 164 107 1 [140]
223: 75 164 1 [140]
12: 75 87 1 [140]
150: 87 75 1 [140]
211: 164 75 1 [140]
32: 164 75 1 [140]
31: 75 164 1 [140]
191: 154 75 1 [140]
53: 120 146 1 [140]
23: 100 164 1 [140]
81: 77 164 1 [140]
91: 75 164 1 [140]
25: 75 87 1 [140]
191: 164 161 1 [140]
32: 75 156 1 [140]
95: 82 75 1 [140]
121: 74 75 1 [140]
22: 75 135 1 [140]
23: 75 164 1 [140]
160: 75 127 1 [140]
223: 164 75 1 [140]
81: 146 75 1 [140]
193: 75 87 1 [140]
23: 75 164 1 [140]
73: 154 75 1 [140]
73: 164 135 1 [140]
73: 164 75 1 [140]
160: 164 135 1 [140]
73: 164 135 1 [140]
73: 164 75 1 [140]
31: 164 75 1 [140]
31: 164 135 1 [140]
23: 164 75 1 [140]
72: 164 135 1 [140]
73: 25 75 1 [140]
121: 75 87 1 [140]
91: 50 164 1 [140]
132: 75 160 1 [140]
111: 82 75 1 [140]
112: 85 164 1 [140]
181: 90 135 1 [140]
95: 164 75 1 [140]
23: 75 87 1 [140]
23: 75 87 1 [140]
111: 164 75 1 [140]
73: 100 164 1 [140]
72: 164 135 1 [140]
223: 75 164 1 [140]
63: 87 82 1 [140]
211: 75 135 1 [140]
31: 164 135 1 [140]
12: 9 87 1 [140]
223: 75 87 1 [140]
23: 77 75 1 [140]
31: 142 164 1 [140]
73: 75 87 1 [140]
31: 5 156 1 [140]
23: 147 135 1 [140]
82: 147 5 1 [140]
64: 154 135 1 [140]
31: 161 75 1 [140]
121: 166 75 1 [140]
73: 167 135 1 [140]
54: 164 135 1 [140]
31: 164 100 1 [140]
31: 100 164 1 [140]
223: 164 135 1 [140]
72: 164 135 1 [140]
122: 75 135 1 [140]
64: 135 164 1 [140]
171: 164 75 1 [140]
160: 164 135 1 [140]
173: 164 135 1 [140]
112: 75 82 1 [140]
82: 26 164 1 [140]
73: 156 164 1 [140]
23: 74 118 1 [140]
23: 90 164 1 [140]
32: 164 105 1 [140]
122: 75 164 1 [140]
122: 75 87 1 [140]
23: 164 107 1 [140]
31: 164 135 1 [140]
223: 164 135 1 [140]
94: 87 75 1 [140]
211: 87 75 1 [140]
73: 75 154 1 [140]
23: 164 75 1 [140]
25: 161 75 1 [140]
12: 87 164 1 [140]
112: 161 75 1 [140]
32: 156 164 1 [140]
193: 164 75 1 [140]
54: 164 154 1 [140]
23: 160 135 1 [140]
42: 160 135 1 [140]
23: 75 87 1 [140]
223: 164 75 1 [140]
111: 164 75 1 [140]
22: 82 87 1 [140]
192: 160 75 1 [140]
81: 160 164 1 [140]
121: 74 75 1 [140]
22: 74 164 1 [140]
160: 77 75 1 [140]
221: 164 75 1 [140]
91: 164 107 1 [140]
42: 164 75 1 [140]
12: 135 164 1 [140]
223: 82 75 1 [140]
173: 75 87 1 [140]
31: 75 154 1 [140]
193: 161 75 1 [140]
23: 75 87 1 [140]
23: 87 75 1 [140]
31: 164 135 1 [140]
53: 100 142 1 [140]
53: 100 81 1 [140]
91: 75 5 1 [140]
73: 164 75 1 [140]
111: 5 75 1 [140]
72: 5 164 1 [140]
22: 75 164 1 [140]
72: 164 135 1 [140]
142: 75 156 1 [140]
54: 164 154 1 [140]
72: 164 135 1 [140]
32: 75 82 1 [140]
31: 82 75 1 [140]
32: 154 75 1 [140]
173: 120 164 1 [140]
121: 74 75 1 [140]
32: 75 156 1 [140]
122: 77 75 1 [140]
91: 81 155 1 [140]
12: 81 135 1 [140]
73: 85 75 1 [140]
82: 164 75 1 [140]
150: 135 75 1 [140]
42: 153 75 1 [140]
23: 75 87 1 [140]
212: 146 91 1 [140]
182: 5 164 1 [140]
82: 5 135 1 [140]
73: 5 75 1 [140]
160: 164 75 1 [140]
73: 164 107 1 [140]
171: 75 154 1 [140]
160: 164 75 1 [140]
192: 87 147 1 [140]
23: 75 87 1 [140]
31: 164 135 1 [140]
23: 164 75 1 [140]
23: 164 87 1 [140]
72: 55 164 1 [140]
31: 77 164 1 [140]
81: 164 135 1 [140]
52: 107 154 1 [140]
111: 120 120 1 [140]
111: 164 75 1 [140]
101: 75 164 1 [140]
112: 81 87 1 [140]
64: 81 75 1 [140]
121: 75 154 1 [140]
182: 164 135 1 [140]
192: 167 3 1 [140]
192: 167 74 1 [140]
192: 167 135 1 [140]
23: 82 164 1 [140]
122: 75 164 1 [140]
94: 75 5 1 [140]
72: 164 135 1 [140]
12: 5 75 1 [140]
223: 164 75 1 [140]
23: 26 75 1 [140]
23: 164 87 1 [140]
23: 42 87 1 [140]
111: 156 135 1 [140]
111: 115 75 1 [140]
192: 75 82 1 [140]
31: 74 164 1 [140]
221: 77 75 1 [140]
32: 5 156 1 [140]
31: 156 5 1 [140]
31: 107 164 1 [140]
32: 164 107 1 [140]
32: 5 75 1 [140]
73: 154 161 1 [140]
95: 75 5 1 [140]
22: 75 164 1 [140]
24: 164 75 1 [140]
111: 156 75 1 [140]
111: 156 120 1 [140]
72: 107 115 1 [140]
102: 81 135 1 [140]
102: 74 75 1 [140]
221: 164 75 1 [140]
32: 160 135 1 [140]
23: 160 75 1 [140]
25: 164 75 1 [140]
121: 77 75 1 [140]
72: 77 135 1 [140]
112: 78 75 1 [140]
31: 156 3 1 [140]
31: 156 90 1 [140]
31: 156 147 1 [140]
32: 3 156 1 [140]
32: 90 156 1 [140]
32: 147 156 1 [140]
24: 156 75 1 [140]
122: 120 169 1 [140]
122: 120 107 1 [140]
42: 120 75 1 [140]
32: 164 75 1 [140]
31: 75 164 1 [140]
142: 135 75 1 [140]
81: 87 5 1 [140]
31: 156 135 1 [140]
111: 156 5 1 [140]
72: 75 154 1 [140]
121: 75 5 1 [140]
112: 75 164 1 [140]
102: 155 75 1 [140]
73: 55 75 1 [140]
121: 75 5 1 [140]
23: 75 135 1 [140]
223: 135 75 1 [140]
73: 81 135 1 [140]
223: 75 87 1 [140]
23: 75 87 1 [140]
182: 147 5 1 [140]
31: 156 135 1 [140]
81: 135 164 1 [140]
132: 172 164 1 [140]
32: 164 156 1 [140]
191: 164 75 1 [140]
102: 164 75 1 [140]
23: 164 147 1 [140]
23: 147 164 1 [140]
223: 75 160 1 [140]
22: 77 75 1 [140]
23: 164 75 1 [140]
53: 164 75 1 [140]
122: 164 135 1 [140]
23: 75 5 1 [140]
12: 75 87 1 [140]
223: 77 75 1 [140]
212: 87 75 1 [140]
221: 87 75 1 [140]
102: 156 75 1 [140]
160: 75 118 1 [140]
31: 164 135 1 [140]
221: 55 75 1 [140]
111: 164 75 1 [140]
181: 75 5 1 [140]
23: 160 75 1 [140]
192: 77 120 1 [140]
41: 120 75 1 [140]
182: 164 75 1 [140]
182: 156 135 1 [140]
182: 156 135 1 [140]
32: 81 82 1 [140]
222: 75 161 1 [140]
22: 75 161 1 [140]
192: 75 161 1 [140]
223: 5 164 1 [140]
73: 5 156 1 [140]
65: 154 107 1 [140]
65: 154 42 1 [140]
122: 172 5 1 [140]
112: 161 75 1 [140]
81: 160 164 1 [140]
23: 164 75 1 [140]
31: 25 75 1 [140]
221: 164 75 1 [140]
112: 164 75 1 [140]
31: 50 5 1 [140]
24: 164 5 1 [140]
23: 75 161 1 [140]
223: 77 120 1 [140]
32: 164 156 1 [140]
31: 156 164 1 [140]
111: 87 75 1 [140]
32: 164 135 1 [140]
73: 164 135 1 [140]
91: 154 75 1 [140]
42: 120 75 1 [140]
91: 75 16 1 [140]
73: 164 135 1 [140]
73: 160 135 1 [140]
181: 143 164 1 [140]
132: 161 164 1 [140]
182: 161 164 1 [140]
160: 75 118 1 [140]
91: 93 161 1 [140]
102: 120 164 1 [140]
102: 77 164 1 [140]
101: 147 164 1 [140]
112: 161 75 1 [140]
193: 77 161 1 [140]
81: 8 75 1 [140]
81: 8 87 1 [140]
182: 75 135 1 [140]
122: 75 154 1 [140]
23: 8 75 1 [140]
171: 75 5 1 [140]
54: 75 132 1 [140]
66: 120 146 1 [140]
32: 77 55 1 [140]
223: 164 82 1 [140]
42: 42 5 1 [140]
12: 125 82 1 [140]
150: 50 75 1 [140]
223: 90 161 1 [140]
25: 55 107 1 [140]
32: 68 132 1 [140]
101: 75 87 1 [140]
81: 78 55 1 [140]
81: 78 142 1 [140]
81: 78 12 1 [140]
31: 82 75 1 [140]
182: 75 74 1 [140]
182: 119 135 1 [140]
73: 5 75 1 [140]
25: 75 167 1 [140]
31: 82 164 1 [140]
53: 164 82 1 [140]
71: 164 75 1 [140]
193: 75 164 1 [140]
23: 81 164 1 [140]
182: 164 75 1 [140]
211: 160 161 1 [140]
112: 33 75 1 [140]
12: 125 82 1 [140]
73: 78 170 1 [140]
23: 82 161 1 [140]
31: 120 164 1 [140]
41: 87 154 1 [140]
191: 164 135 1 [140]
23: 111 164 1 [140]
32: 75 137 1 [140]
31: 164 135 1 [140]
23: 75 82 1 [140]
160: 75 164 1 [140]
182: 13 135 1 [140]
31: 154 71 1 [140]
32: 71 154 1 [140]
132: 164 75 1 [140]
25: 75 164 1 [140]
192: 75 164 1 [140]
122: 135 75 1 [140]
102: 75 120 1 [140]
91: 90 161 1 [140]
101: 75 87 1 [140]
102: 120 75 1 [140]
122: 120 164 1 [140]
122: 120 5 1 [140]
41: 161 75 1 [140]
66: 161 74 1 [140]
192: 154 75 1 [140]
211: 154 75 1 [140]
23: 135 75 1 [140]
142: 160 153 1 [140]
31: 75 132 1 [140]
91: 35 100 1 [140]
73: 135 75 1 [140]
82: 74 75 1 [140]
131: 77 82 1 [140]
102: 77 75 1 [140]
81: 75 74 1 [140]
73: 75 74 1 [140]
112: 77 120 1 [140]
32: 82 164 1 [140]
32: 68 164 1 [140]
31: 75 155 1 [140]
102: 74 75 1 [140]
23: 75 81 1 [140]
32: 82 164 1 [140]
31: 164 82 1 [140]
32: 82 164 1 [140]
32: 82 75 1 [140]
102: 90 161 1 [140]
73: 105 135 1 [140]
182: 135 87 1 [140]
122: 135 75 1 [140]
192: 154 75 1 [140]
81: 75 74 1 [140]
73: 75 74 1 [140]
73: 164 156 1 [140]
222: 13 161 1 [140]
223: 75 164 1 [140]
223: 75 160 1 [140]
173: 75 164 1 [140]
160: 75 164 1 [140]
12: 75 87 1 [140]
53: 75 135 1 [140]
95: 75 74 1 [140]
211: 75 87 1 [140]
23: 135 75 1 [140]
31: 55 164 1 [140]
91: 135 97 1 [140]
182: 119 135 1 [140]
211: 160 82 1 [140]
91: 78 161 1 [140]
142: 75 156 1 [140]
23: 68 132 1 [140]
23: 68 164 1 [140]
23: 68 82 1 [140]
23: 68 75 1 [140]
81: 74 75 1 [140]
25: 81 164 1 [140]
31: 82 164 1 [140]
102: 120 120 1 [140]
41: 120 75 1 [140]
221: 161 75 1 [140]
12: 75 164 1 [140]
122: 82 169 1 [140]
122: 82 107 1 [140]
31: 75 164 1 [140]
111: 164 75 1 [140]
94: 161 75 1 [140]
31: 77 164 1 [140]
111: 77 75 1 [140]
221: 82 34 1 [140]
23: 87 74 1 [140]
23: 164 135 1 [140]
54: 135 75 1 [140]
223: 81 75 1 [140]
31: 78 82 1 [140]
223: 164 135 1 [140]
131: 75 161 1 [140]
54: 75 164 1 [140]
192: 164 75 1 [140]
23: 75 164 1 [140]
25: 160 75 1 [140]
131: 164 135 1 [140]
131: 164 103 1 [140]
131: 164 155 1 [140]
91: 164 161 1 [140]
73: 5 75 1 [140]
42: 156 5 1 [140]
212: 55 75 1 [140]
25: 135 57 1 [140]
64: 75 87 1 [140]
211: 164 75 1 [140]
12: 77 87 1 [140]
91: 16 117 1 [140]
91: 6 117 1 [140]
91: 100 117 1 [140]
91: 25 117 1 [140]
25: 164 75 1 [140]
182: 164 135 1 [140]
12: 75 74 1 [140]
160: 164 75 1 [140]
212: 164 75 1 [140]
191: 161 75 1 [140]
101: 135 118 1 [140]
91: 77 75 1 [140]
22: 69 118 1 [140]
132: 125 75 1 [140]
54: 125 75 1 [140]
32: 135 156 1 [140]
192: 75 164 1 [140]
12: 75 74 1 [140]
12: 75 74 1 [140]
32: 82 164 1 [140]
66: 75 74 1 [140]
53: 74 75 1 [140]
112: 135 75 1 [140]
121: 164 75 1 [140]
102: 164 161 1 [140]
193: 75 161 1 [140]
94: 156 75 1 [140]
23: 68 75 1 [140]
223: 68 161 1 [140]
132: 169 75 1 [140]
132: 107 75 1 [140]
94: 12 75 1 [140]
221: 160 75 1 [140]
31: 53 75 1 [140]
12: 75 74 1 [140]
54: 82 164 1 [140]
102: 156 5 1 [140]
23: 160 87 1 [140]
72: 160 75 1 [140]
73: 5 75 1 [140]
95: 74 110 1 [140]
95: 75 110 1 [140]
223: 75 164 1 [140]
221: 160 75 1 [140]
150: 161 87 1 [140]
150: 161 75 1 [140]
182: 164 75 1 [140]
191: 164 92 1 [140]
112: 118 135 1 [140]
112: 118 167 1 [140]
22: 75 164 1 [140]
121: 75 87 1 [140]
122: 75 164 1 [140]
131: 50 75 1 [140]
160: 75 164 1 [140]
81: 75 74 1 [140]
31: 75 135 1 [140]
94: 164 161 1 [140]
66: 75 87 1 [140]
12: 75 164 1 [140]
22: 5 75 1 [140]
22: 5 164 1 [140]
32: 75 87 1 [140]
111: 75 82 1 [140]
222: 164 75 1 [140]
12: 156 75 1 [140]
12: 75 87 1 [140]
32: 135 156 1 [140]
212: 75 50 1 [140]
132: 164 75 1 [140]
81: 74 75 1 [140]
81: 75 74 1 [140]
82: 155 5 1 [140]
72: 155 5 1 [140]
31: 161 75 1 [140]
32: 75 161 1 [140]
121: 75 164 1 [140]
42: 164 87 1 [140]
23: 75 87 1 [140]
131: 160 75 1 [140]
223: 75 164 1 [140]
223: 75 160 1 [140]
73: 55 75 1 [140]
73: 120 75 1 [140]
73: 75 74 1 [140]
23: 75 164 1 [140]
223: 75 164 1 [140]
95: 75 74 1 [140]
32: 135 156 1 [140]
223: 164 75 1 [140]
160: 164 75 1 [140]
112: 164 82 1 [140]
182: 112 92 1 [140]
32: 75 87 1 [140]
32: 87 75 1 [140]
23: 75 87 1 [140]
23: 87 75 1 [140]
121: 164 75 1 [140]
12: 16 75 1 [140]
212: 160 75 1 [140]
63: 160 75 1 [140]
212: 164 75 1 [140]
212: 164 87 1 [140]
142: 50 75 1 [140]
73: 77 75 1 [140]
212: 164 75 1 [140]
212: 164 87 1 [140]
212: 87 75 1 [140]
112: 74 118 1 [140]
66: 81 75 1 [140]
66: 81 87 1 [140]
25: 164 87 1 [140]
25: 164 75 1 [140]
73: 135 118 1 [140]
23: 110 75 1 [140]
23: 110 74 1 [140]
102: 135 75 1 [140]
25: 75 164 1 [140]
82: 164 155 1 [140]
73: 164 135 1 [140]
91: 164 161 1 [140]
191: 164 161 1 [140]
31: 161 164 1 [140]
25: 164 82 1 [140]
23: 172 5 1 [140]
31: 42 50 1 [140]
32: 50 42 1 [140]
221: 164 75 1 [140]
32: 164 10 1 [140]
32: 87 27 1 [140]
32: 75 110 1 [140]
66: 75 87 1 [140]
53: 75 87 1 [140]
160: 75 87 1 [140]
65: 75 164 1 [140]
223: 75 164 1 [140]
31: 164 155 1 [140]
182: 75 87 1 [140]
182: 75 164 1 [140]
182: 75 87 1 [140]
142: 172 75 1 [140]
142: 172 75 1 [140]
22: 75 164 1 [140]
12: 16 75 1 [140]
211: 135 53 1 [140]
73: 155 5 1 [140]
32: 161 75 1 [140]
160: 42 75 1 [140]
22: 50 155 1 [140]
73: 164 161 1 [140]
171: 75 87 1 [140]
53: 81 82 1 [140]
23: 87 161 1 [140]
182: 75 87 1 [140]
182: 75 87 1 [140]
95: 87 75 1 [140]
211: 55 75 1 [140]
12: 75 74 1 [140]
42: 75 164 1 [140]
111: 164 75 1 [140]
102: 75 164 1 [140]
23: 75 164 1 [140]
72: 75 87 1 [140]
31: 147 135 1 [140]
223: 75 161 1 [140]
32: 160 164 1 [140]
223: 164 75 1 [140]
95: 26 161 1 [140]
73: 120 77 1 [140]
12: 82 164 1 [140]
